epoch,train_loss,train_dice,train_jaccard,dice_score,jaccard_score
0,3.2000156228576224,0.039759245,0.02042756926456263,0.0371581,0.019634483954282512
1,2.9215194806103457,0.06559819,0.03433997034197663,0.06290247,0.03448138663991784
2,2.8465546640739623,0.15639432,0.0876768937208373,0.10841709,0.06302211997978893
3,2.6007434508246834,0.2826555,0.17278642530394978,0.14224955,0.08574586912285319
4,2.4859841542221357,0.36271697,0.23226466063132337,0.1764197,0.11176528788418402
0,3.3356126276951916,0.038528293,0.019727703088541944,0.036820974,0.019152992938163964
0,2.866985795632848,0.10457983,0.05651216585148187,0.14093627,0.08192312144750949
1,2.359274205171837,0.41069046,0.26639499008872175,0.4756399,0.38242072298307234
2,2.007212706331937,0.588122,0.4304237761371359,0.5149633,0.4173819365192843
3,1.7859693799378737,0.67418814,0.5221363620867888,0.71284825,0.6361842576243529
4,1.6465468738438949,0.6859152,0.546216204874883,0.6957385,0.6278078643710344
5,1.3590866704032105,0.7184944,0.5788513060947159,0.49812403,0.40017988716094016
6,1.2213758590086452,0.7709503,0.6383667586146187,0.79542065,0.7232277553248965
7,1.054457832057521,0.7969192,0.676125287884997,0.7890071,0.7142408148657967
8,0.9159832922917492,0.8301446,0.7219334384642714,0.81103355,0.746175071844154
9,0.8179382774627434,0.8410586,0.7343448361383681,0.74468046,0.7011057810183173
10,0.7078133056748588,0.8651749,0.7667916697011048,0.75756353,0.693074232661177
11,0.6282287313128417,0.8520335,0.7526720636053381,0.73522156,0.6854563220174209
12,0.5597780987901507,0.86060315,0.7684205562539533,0.8024122,0.7356897408719428
13,0.4981525720290418,0.878137,0.7872292370113411,0.7506636,0.7108818934818997
14,0.4361582342183815,0.8758224,0.7895140126872088,0.7488682,0.7072814000156069
15,0.4218871218134772,0.8664942,0.7766102199696455,0.7551641,0.7178176118550998
16,0.37404731239350336,0.870835,0.7831497103494044,0.79634225,0.7363513837372683
17,0.3391068562302949,0.8764451,0.790345783751399,0.74055094,0.6945989308694372
18,0.3599020670045097,0.8688257,0.7802917311929293,0.7434055,0.6984749550638281
19,0.313719557141358,0.86302096,0.76681531325164,0.8548007,0.8174337032031851
20,0.27866225478784096,0.8725009,0.7864621084424537,0.6932818,0.6211446460243456
21,0.2602405200167647,0.8712836,0.7783063229334427,0.75314605,0.7152533799808614
22,0.23102182163944784,0.8792325,0.7950018005117593,0.7526247,0.7139821126667371
23,0.20306632274164343,0.9003037,0.8218907990348252,0.7604508,0.7270314682144894
24,0.21558339296365683,0.89112085,0.8088580580349074,0.7602537,0.7266311877735852
25,0.1941850628211813,0.89550126,0.8150407290948497,0.76183903,0.7294222878317032
26,0.17585160716805817,0.8921393,0.8149208869659809,0.75771093,0.7223276632547871
0,3.453052318321084,0.041088283,0.02106024848651258,0.0451386,0.02367617612252692
1,3.0440986538833044,0.066182025,0.034408157405327475,0.056148317,0.029790225043405512
2,2.9284848829485335,0.08382891,0.04402152434075015,0.06589779,0.035326670054496453
3,2.802164356663542,0.09808178,0.05193960636853994,0.07022723,0.03780297297394618
4,2.7849208071546734,0.114119686,0.0610575034932034,0.0859974,0.04706570191596397
5,2.758763014145617,0.12865137,0.06946390313425965,0.09289301,0.051197133570748767
6,2.634798029683671,0.14733534,0.08019228665018402,0.10452352,0.05830345449671738
7,2.692119245259267,0.17157988,0.09541575533646249,0.12729582,0.07277878923604734
8,2.5807233823920197,0.20834547,0.11849690610238144,0.13610934,0.07846875394312038
