epoch,train_loss,train_dice,train_jaccard,dice_score,jaccard_score
73,0.08589591690897942,0.910981,0.843967565400641,tensor(0.5136),0.4730289886936626
74,0.08170357292890548,0.92295146,0.8590663627239978,tensor(0.5141),0.4739683502081976
75,0.08105193266272545,0.92348325,0.8597380729380183,tensor(0.5076),0.4642791463406989
76,0.08552123242616654,0.9192981,0.8525840566923432,tensor(0.5028),0.4566981200316448
77,0.12147595596313476,0.88135254,0.7994956935829058,tensor(0.5561),0.5025576766072749
78,0.09544565817713738,0.9108621,0.83963119852668,tensor(0.5112),0.46894611612186626
79,0.08447107809782028,0.9122527,0.8464167993791192,tensor(0.5133),0.4724334794589232
80,0.0982413067817688,0.9008064,0.8291915194040305,tensor(0.5239),0.4701547760547428
81,0.09733566039800644,0.9088667,0.8359582453112404,tensor(0.5217),0.46301486481790316
82,0.0906882855296135,0.90677047,0.8374397547095771,tensor(0.5065),0.45796973163650323
83,0.09261951839923858,0.9063526,0.8390238921213797,tensor(0.5001),0.4533133535648522
84,0.08713755488395691,0.9101092,0.8434692786883691,tensor(0.4949),0.4448110691468073
85,0.07984305113554001,0.9160711,0.8522060547764815,tensor(0.5454),0.4920613863522851
86,0.0819618245959282,0.9224798,0.8581967801267524,tensor(0.5239),0.47090537997968196
87,0.08942724415659904,0.9082168,0.8406720224222112,tensor(0.5199),0.46775451536717094
88,0.09135445520281792,0.90609527,0.8365942909533263,tensor(0.5113),0.45444773672973976
89,0.19220783293247223,0.9041668,0.8376242079005021,tensor(0.5462),0.49126406409989304
90,0.08929230406880379,0.9080457,0.8398343812760868,tensor(0.5570),0.5036344179204
91,0.08507971507310867,0.91944027,0.852733531225008,tensor(0.5101),0.4672707092376827
92,0.08270609822869301,0.9153095,0.8529125897029706,tensor(0.4703),0.4216284286668471
93,0.0903983697295189,0.9156066,0.848025281885403,tensor(0.4858),0.4380709903034211
94,0.08016057294607162,0.9159082,0.8523180622316806,tensor(0.5043),0.4599211827237752
95,0.102462930560112,0.89651126,0.8215474884866121,tensor(0.5043),0.45796215870499657
96,0.09209281653165817,0.90601844,0.8369858060206775,tensor(0.5051),0.45968336429723183
97,0.09867954489588737,0.9004044,0.8283624813142352,tensor(0.5038),0.457355323534189
98,0.08528528809547424,0.91124475,0.8444213696012663,tensor(0.5110),0.4688400065471083
99,0.07944233268499375,0.9244427,0.8609363045468512,tensor(0.5117),0.46981892882491305
