epoch,train_loss,train_dice,train_jaccard,dice_score,jaccard_score
0,2.3114295263290403,0.33981782,0.2237822517957281,tensor(0.2512),0.15779237656621178
1,1.4037826628684997,0.6802134,0.5351456993999559,tensor(0.4053),0.30287796656557575
2,0.9724307556152344,0.7869985,0.6640932024142802,tensor(0.4934),0.4094786079950837
3,0.6390450236797333,0.8465849,0.7452424004642776,tensor(0.4766),0.41039673738207766
4,0.45838588893413545,0.8640029,0.769148551416726,tensor(0.4953),0.4431777414967107
5,0.3652395248413086,0.8807911,0.7938689933097075,tensor(0.5412),0.4798217647642192
6,0.27460197925567625,0.8932494,0.810631569585559,tensor(0.5014),0.4533575162116522
7,0.2960717151761055,0.87963283,0.7940186314088742,tensor(0.5523),0.4995866745729282
8,0.20637798428535462,0.88584024,0.8036765111376802,tensor(0.5028),0.45579859111388266
9,0.23420508521795272,0.86067414,0.7698396908296862,tensor(0.5216),0.45747447569954114
10,0.17745974075794219,0.8836644,0.8007416765817911,tensor(0.5480),0.491281356701135
11,0.17557005721330643,0.8806271,0.7994046107850783,tensor(0.5079),0.4633939310682467
12,0.15432639139890672,0.8893668,0.8102744273511621,tensor(0.5192),0.4657020654573989
13,0.16683874362707138,0.8734626,0.7873250944110836,tensor(0.5005),0.4522108767216912
14,0.17648966658115386,0.86438376,0.775538160573145,tensor(0.5018),0.45477124377630385
15,0.15104555544257164,0.87801886,0.7937316730546148,tensor(0.5317),0.47082810543066267
16,0.13197882157564164,0.8914058,0.8124786779999832,tensor(0.5106),0.46357153016059405
17,0.2080291549861431,0.88403934,0.8063383319345255,tensor(0.5390),0.48211554980310317
18,0.12331821522116661,0.8937747,0.8170890794231512,tensor(0.5334),0.47784099827341203
19,0.1292012493312359,0.8886333,0.8104447113764642,tensor(0.5013),0.4532326233821286
20,0.12100379258394241,0.900984,0.8242903558712481,tensor(0.5076),0.46371832812081565
21,0.11856691586971282,0.89423776,0.8183118735526728,tensor(0.5055),0.4602277534084656
22,0.10517183104157447,0.903772,0.8327299171905757,tensor(0.5070),0.46272661837297396
23,0.11174218764901162,0.89813405,0.8238678354165068,tensor(0.5410),0.48240679951933757
24,0.11187499797344208,0.8964733,0.8214013071857929,tensor(0.5108),0.46866238985665243
25,0.11147397696971893,0.8961113,0.8203564841316122,tensor(0.5059),0.46090647882913616
26,0.11619042482972144,0.89106727,0.8129110938293306,tensor(0.5073),0.46297412516732916
27,0.11852151158452034,0.8892605,0.8104817549666502,tensor(0.5028),0.45598462014056595
28,0.1041607759296894,0.9007438,0.8282399770358501,tensor(0.5117),0.4701510464034042
29,0.10737898814678191,0.9055209,0.830897958652005,tensor(0.5091),0.46601004981504796
30,0.11050153008103371,0.89609134,0.8220911769294291,tensor(0.5047),0.45860398664718993
31,0.09890785267949104,0.90341544,0.8317476333643519,tensor(0.5266),0.47298572058093086
32,0.11232800427079201,0.8952852,0.8226760006153926,tensor(0.4933),0.4398272166229435
33,0.145788828343153,0.8751859,0.7884609971512602,tensor(0.5096),0.4504010186057322
34,0.10929877474904061,0.9015925,0.8236996033310797,tensor(0.5103),0.4677405262414968
35,0.09698458352684974,0.90400267,0.8326695186937063,tensor(0.5078),0.4640270953541409
36,0.09814986175298691,0.9033487,0.8324818712324416,tensor(0.5432),0.48880356358108223
37,0.09365457475185394,0.91477215,0.8458256448583832,tensor(0.5049),0.45951018968589885
38,0.09798685210943223,0.9123461,0.8434986623727652,tensor(0.4973),0.4498045340117566
39,0.11821149414777755,0.88651854,0.8076269834628682,tensor(0.5052),0.4294053419788425
40,0.11799328947067261,0.89296114,0.8105292170477711,tensor(0.5580),0.5067599346763753
41,0.10620852851867676,0.89528,0.8190246801401695,tensor(0.5435),0.4869690949530608
42,0.09629756939411163,0.9117742,0.8412929954861643,tensor(0.5160),0.46784784792862666
43,0.09387559854984283,0.9136114,0.8437484570609408,tensor(0.5088),0.4653400095612851
44,0.09660977852344513,0.90470785,0.8366673565372076,tensor(0.5087),0.4655761212470636
45,0.08235399034619331,0.91525996,0.8512757987421906,tensor(0.5070),0.4629360638052602
46,0.0946801363825798,0.9124103,0.8415370066034962,tensor(0.5075),0.463161918973739
47,0.088629797488451,0.90967387,0.8426366713872339,tensor(0.5127),0.47148178181471134
48,0.08970043504238129,0.90871304,0.840435720950753,tensor(0.3038),0.22805233057183516
49,0.08811780858039855,0.9098943,0.8422890480092238,tensor(0.5145),0.4746433112136434
50,0.20232813152670862,0.8854632,0.8091443446279218,tensor(0.4899),0.40542961751417883
51,0.1370172405540943,0.8615925,0.7731545279716353,tensor(0.5487),0.4772253253198217
52,0.10935000383853913,0.89150065,0.8130272839004788,tensor(0.5147),0.4584620427014146
53,0.11158427426218986,0.89226687,0.8174012216588994,tensor(0.5212),0.4619128255515447
54,0.14375840544700622,0.88389444,0.802705513600335,tensor(0.5050),0.46011825642069293
55,0.22932716831564903,0.86025554,0.7696059129500018,tensor(0.4969),0.4467237987022127
56,0.11125717285275459,0.8893197,0.8091756692420184,tensor(0.5194),0.46410626845896574
57,0.09888203793764114,0.9082149,0.8344636512453144,tensor(0.5054),0.46069754261074664
58,0.16703068843483926,0.89585805,0.8203065624194857,tensor(0.5025),0.454795821582478
59,0.09000861167907714,0.9078248,0.8390490832625944,tensor(0.5121),0.4707398269608212
60,0.10662553116679191,0.8947727,0.8199534588265817,tensor(0.5026),0.4560238933813472
61,0.09522378316521644,0.9032719,0.8318236999250899,tensor(0.5028),0.45745919704408866
62,0.10143018290400505,0.9060873,0.8320537988788798,tensor(0.5111),0.46918975409699304
63,0.10901702451705933,0.89990467,0.8229502692042749,tensor(0.5122),0.47073578719680303
64,0.09092879152297974,0.906976,0.8380341593154205,tensor(0.5165),0.47778752502620786
65,0.0916858149766922,0.9063198,0.8369850908557132,tensor(0.5049),0.4596425466038981
66,0.08326417559385299,0.9055604,0.8405710637573658,tensor(0.5110),0.46910065034936116
67,0.0865750612616539,0.9106179,0.8434732408930367,tensor(0.5073),0.46290288154018744
68,0.08543887907266617,0.9197065,0.853775409018557,tensor(0.5147),0.47501572483797094
69,0.08449099260568618,0.91248614,0.8467562705274583,tensor(0.5097),0.46696775207272295
70,0.08450172942876816,0.9127942,0.8480373394991285,tensor(0.5064),0.4617234199138369
71,0.09053761905431748,0.9073804,0.8392247486617008,tensor(0.5144),0.4744299621430568
72,0.08912857005000115,0.91661054,0.8490321055916167,tensor(0.5656),0.5174622478993556
